1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,2
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,5
1,27,5
1,28,0
1,29,0
1,30,0
1,31,0
1,32,1
1,33,0
1,34,2
1,35,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,3
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
2,24,0
2,25,0
2,26,16
2,27,12
2,28,2
2,29,0
2,30,0
2,31,1
2,32,1
2,33,0
2,34,18
2,35,0
3,1,0
3,2,4
3,3,0
3,4,0
3,5,1
3,6,0
3,7,0
3,8,0
3,9,3
3,10,0
3,11,0
3,12,6
3,13,0
3,14,0
3,15,1128
3,16,0
3,17,0
3,18,9
3,19,0
3,20,0
3,21,1
3,22,1
3,23,0
3,24,1
3,25,18
3,26,79
3,27,100
3,28,45
3,29,0
3,30,0
3,31,14
3,32,3
3,33,15
3,34,61
3,35,1
4,1,26
4,2,331
4,3,21
4,4,42
4,5,14
4,6,51
4,7,5
4,8,48
4,9,131
4,10,0
4,11,24
4,12,49
4,13,32
4,14,23
4,15,24747
4,16,219
4,17,54
4,18,860
4,19,253
4,20,119
4,21,27
4,22,12
4,23,30
4,24,171
4,25,2200
4,26,5795
4,27,4499
4,28,7798
4,29,245
4,30,11
4,31,1063
4,32,244
4,33,1221
4,34,3072
4,35,129
5,1,262
5,2,1314
5,3,169
5,4,243
5,5,329
5,6,399
5,7,106
5,8,900
5,9,2245
5,10,109
5,11,420
5,12,867
5,13,492
5,14,353
5,15,105792
5,16,802
5,17,363
5,18,10180
5,19,3308
5,20,2311
5,21,152
5,22,537
5,23,398
5,24,745
5,25,16605
5,26,71808
5,27,52128
5,28,95923
5,29,7443
5,30,169
5,31,4834
5,32,1418
5,33,4641
5,34,38484
5,35,3235
6,1,715
6,2,2192
6,3,399
6,4,494
6,5,974
6,6,747
6,7,387
6,8,4873
6,9,7216
6,10,288
6,11,1110
6,12,1741
6,13,1579
6,14,2049
6,15,165155
6,16,1248
6,17,863
6,18,14336
6,19,6216
6,20,7582
6,21,3728
6,22,1091
6,23,666
6,24,1400
6,25,26336
6,26,134753
6,27,132473
6,28,177644
6,29,18091
6,30,184
6,31,12432
6,32,3237
6,33,6740
6,34,106458
6,35,12547
7,1,850
7,2,2591
7,3,465
7,4,773
7,5,1465
7,6,1506
7,7,799
7,8,9009
7,9,12240
7,10,322
7,11,1757
7,12,2076
7,13,2775
7,14,3897
7,15,205463
7,16,1429
7,17,1396
7,18,15452
7,19,7682
7,20,12877
7,21,14027
7,22,1385
7,23,858
7,24,1689
7,25,29586
7,26,163009
7,27,165764
7,28,213435
7,29,25045
7,30,187
7,31,21601
7,32,4995
7,33,7738
7,34,177543
7,35,20612
8,1,910
8,2,2810
8,3,532
8,4,916
8,5,1740
8,6,2138
8,7,945
8,8,10438
8,9,16437
8,10,324
8,11,2236
8,12,2222
8,13,3417
8,14,5745
8,15,223885
8,16,1465
8,17,1480
8,18,16109
8,19,8406
8,20,18016
8,21,27730
8,22,1523
8,23,970
8,24,1766
8,25,30514
8,26,175233
8,27,177319
8,28,230183
8,29,28583
8,30,187
8,31,30103
8,32,6228
8,33,8219
8,34,226041
8,35,23956
9,1,944
9,2,2917
9,3,618
9,4,1137
9,5,2226
9,6,2513
9,7,1070
9,8,11412
9,9,19257
9,10,324
9,11,2510
9,12,2246
9,13,3876
9,14,8251
9,15,232997
9,16,1473
9,17,1521
9,18,16731
9,19,9268
9,20,23786
9,21,42556
9,22,1675
9,23,1066
9,24,1869
9,25,30862
9,26,183410
9,27,185851
9,28,239479
9,29,32500
9,30,187
9,31,38661
9,32,6859
9,33,8440
9,34,256145
9,35,24990
10,1,985
10,2,3134
10,3,650
10,4,1590
10,5,4157
10,6,3341
10,7,1486
10,8,12367
10,9,22165
10,10,326
10,11,3040
10,12,2254
10,13,4076
10,14,11879
10,15,237290
10,16,1496
10,17,1552
10,18,17135
10,19,10064
10,20,29788
10,21,54680
10,22,1773
10,23,1097
10,24,1974
10,25,31131
10,26,187682
10,27,189996
10,28,244109
10,29,37036
10,30,187
10,31,52511
10,32,7108
10,33,8647
10,34,272430
10,35,25321
11,1,998
11,2,3409
11,3,670
11,4,2535
11,5,6334
11,6,4989
11,7,2799
11,8,14564
11,9,26970
11,10,548
11,11,4453
11,12,2777
11,13,4155
11,14,16613
11,15,240578
11,16,1600
11,17,1667
11,18,17766
11,19,11954
11,20,34393
11,21,62118
11,22,1817
11,23,1118
11,24,1989
11,25,31714
11,26,195418
11,27,194373
11,28,249271
11,29,42141
11,30,187
11,31,67924
11,32,7214
11,33,8879
11,34,283710
11,35,25473
12,1,1025
12,2,3910
12,3,674
12,4,3752
12,5,8530
12,6,7877
12,7,5237
12,8,19334
12,9,34226
12,10,1287
12,11,7411
12,12,3953
12,13,4263
12,14,20040
12,15,243506
12,16,1878
12,17,1927
12,18,19154
12,19,13475
12,20,38721
12,21,65443
12,22,1882
12,23,1178
12,24,2016
12,25,33148
12,26,200890
12,27,200338
12,28,257494
12,29,47426
12,30,188
12,31,73663
12,32,7296
12,33,9011
12,34,291911
12,35,25683
13,1,1114
13,2,4477
13,3,824
13,4,5276
13,5,10754
13,6,11690
13,7,8104
13,8,25552
13,9,50886
13,10,3073
13,11,11876
13,12,5139
13,13,4505
13,14,24733
13,15,247537
13,16,2156
13,17,2292
13,18,21130
13,19,16574
13,20,45688
13,21,67808
13,22,2075
13,23,1231
13,24,2064
13,25,35232
13,26,210399
13,27,213093
13,28,288522
13,29,51072
13,30,225
13,31,77076
13,32,7432
13,33,9240
13,34,303181
13,35,26065
14,1,1332
14,2,6858
14,3,1348
14,4,7260
14,5,12653
14,6,14333
14,7,11275
14,8,29471
14,9,69374
14,10,3960
14,11,15801
14,12,6420
14,13,4877
14,14,29905
14,15,253438
14,16,2401
14,17,2855
14,18,23179
14,19,19891
14,20,56090
14,21,69308
14,22,2386
14,23,1315
14,24,2184
14,25,37924
14,26,224488
14,27,239345
14,28,342813
14,29,53981
14,30,370
14,31,81421
14,32,7720
14,33,9965
14,34,317379
14,35,27191
15,1,1481
15,2,9800
15,3,1820
15,4,9195
15,5,14163
15,6,16065
15,7,12683
15,8,31207
15,9,84468
15,10,4663
15,11,19214
15,12,9549
15,13,5511
15,14,35904
15,15,265409
15,16,2797
15,17,3728
15,18,26590
15,19,23777
15,20,65480
15,21,71346
15,22,2810
15,23,1375
15,24,2343
15,25,41346
15,26,242126
15,27,288655
15,28,439286
15,29,57074
15,30,411
15,31,83958
15,32,8042
15,33,10582
15,34,331644
15,35,28578
